Index,User ID,Exposure ID,Audience Segment ID,Segment Type,Age,Gender,Income,Interests,Device,Browser,Operating System,Location (DMA)
4796,U0237,Ofe03ed3,AS475,Custom Audience,33,Female,56791,Fashion,Desktop,Opera,macOS,"Morgantown, West Virginia"
4795,U0725,Pa57d626,AS275,Custom Audience,35,Female,49614,"Travel, Technology, Food",Laptop,Opera,Linux,"Morgantown, West Virginia"
4794,U0429,Oeb0ccd8,AS040,1P Audience,32,Female,96017,Fashion,Smartphone,Safari,iOS,"Huntington, West Virginia"
4793,U0148,O60e05ce,AS070,1P Audience,65,Female,51156,"Fashion, Fitness, Auto",Desktop,Edge,Android,"Charleston, West Virginia"
4792,U0714,O63105ab,AS471,Custom Audience,25,Male,30038,Auto,Desktop,Edge,macOS,"Charleston, West Virginia"
4791,U0605,P26ab5c8,AS165,Custom Audience,51,Female,52215,"Art, Travel, Music",Tablet,Safari,macOS,"Morgantown, West Virginia"
4790,U0029,Pea82dc0,AS040,1P Audience,32,Female,22550,Technology,Tablet,Safari,macOS,"Morgantown, West Virginia"
4789,U0651,O107cf04,AS142,Custom Audience,52,Male,69748,"Music, Auto, Food",Smartphone,Edge,Android,"Huntington, West Virginia"
4788,U0046,O7e633a8,AS421,3P Audience,48,Female,26764,"Fitness, Music",Smartphone,Chrome,iOS,"Morgantown, West Virginia"
4787,U0392,O8ab99a6,AS477,3P Audience,25,Male,105152,Food,Smartphone,Safari,Linux,"Morgantown, West Virginia"
4786,U0303,O19d2b7f,AS340,1P Audience,52,Male,82409,Travel,Desktop,Edge,Windows,"Huntington, West Virginia"
4785,U0260,O5f106a6,AS057,3P Audience,60,Female,67775,"Food, Travel",Desktop,Opera,macOS,"Morgantown, West Virginia"
4784,U0148,Ocb8fb7d,AS088,3P Audience,65,Female,51156,Art,Laptop,Opera,iOS,"Huntington, West Virginia"
4783,U0072,O6ef14a5,AS080,Custom Audience,69,Female,64839,"Food, Gaming, Sports",Desktop,Edge,Linux,"Morgantown, West Virginia"
4782,U0266,Pedc31c8,AS325,Custom Audience,23,Male,82056,"Fitness, Sports, Technology",Tablet,Safari,iOS,"Huntington, West Virginia"
4781,U0280,O3b60892,AS385,Custom Audience,34,Female,33181,Art,Tablet,Firefox,Android,"Charleston, West Virginia"
4780,U0153,O9377580,AS225,3P Audience,23,Female,55548,"Sports, Technology",Smartphone,Opera,macOS,"Charleston, West Virginia"
4779,U0242,P1a1cc2b,AS249,1P Audience,35,Male,53455,"Fashion, Travel, Food",Smartphone,Firefox,iOS,"Huntington, West Virginia"
4778,U0804,O1c9a0ec,AS286,Custom Audience,60,Male,45264,"Food, Travel, Fashion",Desktop,Firefox,macOS,"Charleston, West Virginia"
4777,U0749,O42c540e,AS265,Custom Audience,50,Male,59444,"Music, Gaming",Laptop,Opera,Android,"Huntington, West Virginia"
4776,U0209,Pb2dde05,AS278,Custom Audience,32,Male,92171,Travel,Tablet,Opera,Linux,"Charleston, West Virginia"
4775,U0108,P853fdeb,AS252,3P Audience,23,Male,58689,"Fashion, Art",Smartphone,Opera,Windows,"Huntington, West Virginia"
4774,U0547,Pb31c0fb,AS158,Custom Audience,20,Female,38162,"Fashion, Travel",Desktop,Firefox,Linux,"Huntington, West Virginia"
4773,U0802,O4c88d86,AS483,Custom Audience,40,Female,56814,"Fitness, Music, Travel",Tablet,Edge,Windows,"Charleston, West Virginia"
4772,U0922,O79f7872,AS233,3P Audience,38,Male,84294,"Music, Sports",Tablet,Chrome,Windows,"Huntington, West Virginia"
4771,U0268,Pa452a19,AS406,3P Audience,47,Female,83479,"Fitness, Technology",Desktop,Edge,Android,"Huntington, West Virginia"
4770,U0792,O20b1891,AS045,Custom Audience,22,Female,105916,Food,Tablet,Opera,Linux,"Huntington, West Virginia"
4769,U0522,P8b53c7a,AS290,Custom Audience,51,Female,54109,"Art, Fashion, Music",Tablet,Chrome,Windows,"Huntington, West Virginia"
4768,U0182,O0e7a53e,AS473,3P Audience,22,Female,57534,"Technology, Fashion, Gaming",Desktop,Safari,iOS,"Huntington, West Virginia"
4767,U0520,P4dceed2,AS308,Custom Audience,46,Male,77467,"Fitness, Art, Fashion",Smartphone,Safari,iOS,"Charleston, West Virginia"
4766,U0448,Oe62bed0,AS097,3P Audience,50,Female,31846,"Sports, Technology",Smartphone,Opera,Linux,"Morgantown, West Virginia"
4765,U0918,O4343709,AS240,1P Audience,28,Male,109013,Fitness,Smartphone,Chrome,iOS,"Huntington, West Virginia"
4764,U0361,O0fc5c82,AS020,Custom Audience,37,Male,84871,"Music, Sports",Smartphone,Safari,iOS,"Morgantown, West Virginia"
4763,U0801,Pc83a119,AS238,3P Audience,41,Female,26705,"Music, Art",Desktop,Edge,Linux,"Huntington, West Virginia"
4762,U0349,O11e3679,AS463,Custom Audience,51,Female,85258,Technology,Smartphone,Safari,Android,"Huntington, West Virginia"
4761,U0912,Of21b55e,AS197,Custom Audience,52,Male,104751,Fitness,Desktop,Chrome,Windows,"Huntington, West Virginia"
4760,U0759,P9274106,AS277,Custom Audience,40,Female,60987,Music,Desktop,Safari,Windows,"Morgantown, West Virginia"
4759,U0285,P251c613,AS072,3P Audience,57,Male,53481,"Food, Fashion",Tablet,Edge,iOS,"Huntington, West Virginia"
4758,U0140,Ofc3fe2d,AS234,1P Audience,50,Female,67716,Gaming,Desktop,Opera,Linux,"Huntington, West Virginia"
4757,U0169,P746c9f8,AS243,Custom Audience,45,Male,73553,"Art, Fitness",Smartphone,Edge,Linux,"Huntington, West Virginia"
4756,U0970,P0895392,AS364,1P Audience,50,Female,74362,Food,Desktop,Chrome,iOS,"Morgantown, West Virginia"
4755,U0901,Pcba87d4,AS454,3P Audience,27,Female,117865,Sports,Laptop,Opera,Android,"Charleston, West Virginia"
4754,U0051,P4486f6b,AS457,3P Audience,69,Female,61471,Gaming,Tablet,Firefox,Android,"Morgantown, West Virginia"
4753,U0963,O138af8f,AS329,1P Audience,51,Male,89797,"Travel, Music, Fashion",Desktop,Edge,Linux,"Morgantown, West Virginia"
4752,U0533,P9610a1d,AS014,1P Audience,18,Female,113980,Gaming,Smartphone,Edge,iOS,"Morgantown, West Virginia"
4751,U0133,O61336d6,AS388,3P Audience,43,Female,79908,Technology,Desktop,Chrome,macOS,"Morgantown, West Virginia"
4750,U0559,Od6f7aca,AS114,Custom Audience,34,Female,59888,"Music, Travel",Smartphone,Chrome,Windows,"Huntington, West Virginia"
4749,U0949,Pbfef328,AS017,3P Audience,58,Male,28763,Travel,Tablet,Chrome,iOS,"Charleston, West Virginia"
4748,U0327,O6820a47,AS197,3P Audience,51,Female,117032,Technology,Laptop,Firefox,Android,"Charleston, West Virginia"
4747,U0646,Ode97fa8,AS174,1P Audience,52,Female,29189,"Auto, Sports",Smartphone,Safari,iOS,"Morgantown, West Virginia"
4746,U0495,P3085c94,AS075,1P Audience,57,Female,92209,Sports,Desktop,Firefox,Linux,"Morgantown, West Virginia"
4745,U0415,Oed4c1b2,AS024,3P Audience,64,Male,49083,"Art, Gaming, Technology",Tablet,Chrome,Android,"Morgantown, West Virginia"
4744,U0152,P9fa153e,AS265,1P Audience,19,Male,61729,Fitness,Tablet,Chrome,Windows,"Charleston, West Virginia"
4743,U0848,Oa7100dd,AS306,3P Audience,28,Male,107742,"Auto, Music, Fitness",Desktop,Firefox,macOS,"Charleston, West Virginia"
4742,U0079,Oe5593c8,AS149,3P Audience,63,Female,57116,Food,Smartphone,Safari,Linux,"Morgantown, West Virginia"
4741,U0855,P64ccc40,AS012,Custom Audience,50,Female,62013,Food,Laptop,Chrome,macOS,"Morgantown, West Virginia"
4740,U0917,O26d9c5a,AS294,1P Audience,45,Female,85985,"Fitness, Sports",Laptop,Opera,Windows,"Charleston, West Virginia"
4739,U0960,Ob67de21,AS183,1P Audience,61,Female,98573,Technology,Desktop,Firefox,Linux,"Huntington, West Virginia"
4738,U0629,O0d08f59,AS300,1P Audience,65,Female,119966,"Auto, Food",Tablet,Opera,Android,"Huntington, West Virginia"
4737,U0693,O08486fa,AS011,3P Audience,63,Male,60598,Sports,Tablet,Chrome,Windows,"Huntington, West Virginia"
4736,U0498,Obdc73cc,AS462,3P Audience,58,Female,118431,"Gaming, Fashion, Music",Smartphone,Opera,iOS,"Charleston, West Virginia"
4735,U0802,Obad9484,AS252,3P Audience,40,Female,56814,"Fitness, Music",Tablet,Chrome,Android,"Huntington, West Virginia"
4734,U0071,O2562ae8,AS412,1P Audience,54,Female,83640,Music,Smartphone,Chrome,Android,"Morgantown, West Virginia"
4733,U0408,O2cef9b6,AS286,1P Audience,64,Female,68435,"Travel, Food, Art",Laptop,Firefox,Windows,"Charleston, West Virginia"
4732,U0141,O25d997e,AS178,3P Audience,27,Female,75202,"Gaming, Auto",Desktop,Edge,Windows,"Huntington, West Virginia"
4731,U0902,Pa8444d6,AS343,3P Audience,41,Male,71178,"Fitness, Fashion",Laptop,Safari,iOS,"Huntington, West Virginia"
4730,U0321,Oc080aa5,AS461,3P Audience,43,Female,75019,Fashion,Laptop,Edge,Windows,"Morgantown, West Virginia"
4729,U0494,P1e47646,AS449,3P Audience,22,Female,105457,Food,Desktop,Opera,iOS,"Charleston, West Virginia"
4728,U0859,O74bbbdc,AS112,1P Audience,56,Male,98564,"Technology, Music",Tablet,Opera,macOS,"Charleston, West Virginia"
4727,U0408,Oa092263,AS370,1P Audience,64,Female,68435,"Gaming, Auto, Art",Laptop,Chrome,iOS,"Charleston, West Virginia"
4726,U0258,P61fc042,AS390,1P Audience,68,Female,65010,"Technology, Music",Desktop,Chrome,iOS,"Charleston, West Virginia"
4725,U0092,O5cc2575,AS185,Custom Audience,32,Male,111159,Art,Laptop,Chrome,Android,"Charleston, West Virginia"
4724,U0596,O814b370,AS022,Custom Audience,28,Male,81908,"Technology, Fashion",Laptop,Safari,Linux,"Huntington, West Virginia"
4723,U0830,O618d4ba,AS491,3P Audience,63,Male,114777,"Fashion, Travel",Laptop,Chrome,Windows,"Morgantown, West Virginia"
4722,U0003,Pa658b03,AS469,1P Audience,22,Male,55559,"Technology, Travel",Smartphone,Opera,iOS,"Morgantown, West Virginia"
4721,U0696,O04e2ed1,AS206,1P Audience,23,Female,68300,"Technology, Art",Smartphone,Edge,Windows,"Morgantown, West Virginia"
4720,U0592,O9146f56,AS084,Custom Audience,36,Male,118581,"Art, Food, Fitness",Laptop,Edge,macOS,"Charleston, West Virginia"
4719,U0687,Obea5c39,AS449,3P Audience,43,Male,91770,Music,Smartphone,Edge,Android,"Charleston, West Virginia"
4718,U0994,O62f0f65,AS192,1P Audience,63,Male,95096,Sports,Smartphone,Safari,Android,"Morgantown, West Virginia"
4717,U0315,P5e7022b,AS364,1P Audience,23,Female,51298,Food,Tablet,Edge,iOS,"Morgantown, West Virginia"
4716,U0203,Ob3c4f04,AS004,3P Audience,61,Male,103880,"Sports, Music",Laptop,Chrome,Android,"Huntington, West Virginia"
4715,U0724,P13b9f19,AS323,1P Audience,24,Female,41070,Sports,Desktop,Firefox,iOS,"Charleston, West Virginia"
4714,U0003,O9d49c9b,AS359,1P Audience,22,Male,55559,"Gaming, Auto",Laptop,Edge,Linux,"Charleston, West Virginia"
4713,U0572,O94115e6,AS348,3P Audience,58,Female,61551,"Fashion, Auto",Smartphone,Edge,Android,"Charleston, West Virginia"
4712,U0762,Oe33fbf4,AS155,3P Audience,34,Female,103026,Fashion,Tablet,Firefox,Windows,"Huntington, West Virginia"
4711,U0804,Pa8e489e,AS262,Custom Audience,60,Male,45264,"Music, Art",Tablet,Chrome,Linux,"Huntington, West Virginia"
4710,U0852,O0404adb,AS444,1P Audience,43,Female,95551,"Gaming, Travel",Laptop,Chrome,Android,"Charleston, West Virginia"
4709,U0675,Pa28622a,AS469,Custom Audience,36,Male,104015,"Gaming, Sports",Desktop,Chrome,iOS,"Huntington, West Virginia"
4708,U0975,P77f078b,AS425,3P Audience,21,Male,34275,"Fashion, Food, Sports",Tablet,Safari,Windows,"Charleston, West Virginia"
4707,U0374,Pcfbb46c,AS269,Custom Audience,45,Female,51526,"Technology, Fitness, Travel",Smartphone,Safari,Android,"Charleston, West Virginia"
4706,U0051,P6a3be46,AS133,Custom Audience,69,Female,61471,"Fitness, Auto",Desktop,Firefox,Windows,"Morgantown, West Virginia"
4705,U0196,Of716ba9,AS229,3P Audience,43,Male,118348,"Travel, Food, Music",Laptop,Chrome,iOS,"Huntington, West Virginia"
4704,U0075,P9c2d3b4,AS250,Custom Audience,30,Male,75211,Music,Smartphone,Edge,iOS,"Morgantown, West Virginia"
4703,U0228,P230659b,AS374,Custom Audience,63,Female,80591,"Sports, Fashion",Laptop,Safari,macOS,"Huntington, West Virginia"
4702,U0244,Pde6f87a,AS457,1P Audience,27,Male,43272,Food,Tablet,Firefox,iOS,"Morgantown, West Virginia"
4701,U0222,P276532e,AS479,1P Audience,49,Male,89781,"Gaming, Technology, Art",Smartphone,Opera,Linux,"Huntington, West Virginia"
4700,U0328,Ob818e8f,AS289,Custom Audience,57,Female,58023,"Travel, Auto, Food",Desktop,Chrome,Android,"Huntington, West Virginia"
4699,U0098,O109bbc2,AS173,1P Audience,39,Male,106644,"Sports, Gaming",Laptop,Firefox,Linux,"Seattle, Washington"
4698,U0490,Pef85e64,AS476,3P Audience,68,Male,52023,"Fashion, Sports, Music",Smartphone,Edge,Windows,"Spokane, Washington"
4697,U0252,Odd3a44b,AS027,3P Audience,40,Female,88365,"Sports, Fashion, Food",Desktop,Opera,macOS,"Spokane, Washington"
4696,U0216,O6de3ebc,AS007,Custom Audience,23,Male,98612,Travel,Smartphone,Firefox,iOS,"Spokane, Washington"
4695,U0082,O0b2d9cd,AS072,3P Audience,58,Female,116361,"Travel, Fitness, Sports",Desktop,Edge,iOS,"Tacoma, Washington"
4694,U0852,Pf8b411e,AS125,Custom Audience,43,Female,95551,Food,Smartphone,Safari,iOS,"Seattle, Washington"
4693,U0349,Occ3f850,AS381,1P Audience,51,Female,85258,"Music, Sports",Tablet,Firefox,Linux,"Tacoma, Washington"
4692,U0427,Of651cb0,AS001,3P Audience,36,Male,53971,"Gaming, Auto",Laptop,Chrome,iOS,"Seattle, Washington"
4691,U0045,Pe09cadd,AS460,Custom Audience,49,Female,48566,Technology,Smartphone,Opera,Android,"Tacoma, Washington"
4690,U0725,Pce2c806,AS324,Custom Audience,35,Female,49614,Food,Laptop,Chrome,Android,"Tacoma, Washington"
4689,U0234,P7a34886,AS446,1P Audience,45,Male,21996,"Auto, Food, Technology",Laptop,Opera,macOS,"Tacoma, Washington"
4688,U0465,P70c4b6f,AS155,3P Audience,53,Male,115715,Technology,Desktop,Safari,Linux,"Spokane, Washington"
4687,U0941,Pc0514fd,AS192,1P Audience,67,Male,54604,"Technology, Food, Sports",Laptop,Chrome,Windows,"Tacoma, Washington"
4686,U0103,O6cda32e,AS118,3P Audience,50,Male,117873,"Gaming, Technology",Laptop,Firefox,Windows,"Spokane, Washington"
4685,U0334,O2b10bbd,AS306,Custom Audience,38,Female,106590,Auto,Tablet,Firefox,Windows,"Tacoma, Washington"
4684,U0518,P8369b04,AS034,1P Audience,63,Female,64654,Fitness,Laptop,Chrome,Linux,"Tacoma, Washington"
4683,U0896,Pe1abc7c,AS006,1P Audience,34,Male,51127,"Technology, Art",Desktop,Safari,Android,"Spokane, Washington"
4682,U0374,O76636f9,AS410,Custom Audience,45,Female,51526,"Gaming, Fashion",Smartphone,Safari,macOS,"Tacoma, Washington"
4681,U0193,O0b31431,AS079,Custom Audience,45,Male,52382,"Fashion, Food, Auto",Desktop,Edge,Android,"Spokane, Washington"
4680,U0459,Oea4db6e,AS056,1P Audience,51,Male,115071,Fashion,Smartphone,Edge,Windows,"Seattle, Washington"
4679,U0680,P38aa45b,AS347,3P Audience,55,Male,92919,"Art, Music",Laptop,Safari,Windows,"Tacoma, Washington"
4678,U0301,O8a0db3b,AS345,3P Audience,54,Male,26017,"Sports, Travel",Tablet,Edge,macOS,"Spokane, Washington"
4677,U0449,Pd7ab648,AS034,1P Audience,48,Female,106774,"Gaming, Sports",Desktop,Firefox,Android,"Spokane, Washington"
4676,U0809,Pba35123,AS490,Custom Audience,56,Female,71136,"Gaming, Fashion",Desktop,Edge,Windows,"Spokane, Washington"
4675,U0750,O5ccf58c,AS068,Custom Audience,18,Female,55945,"Gaming, Music",Tablet,Safari,macOS,"Tacoma, Washington"
4674,U0573,O0eab4f8,AS189,Custom Audience,63,Female,114056,"Fitness, Auto, Sports",Smartphone,Chrome,Windows,"Tacoma, Washington"
4673,U0716,P499fc7f,AS207,Custom Audience,19,Female,108520,"Art, Food",Desktop,Firefox,Windows,"Spokane, Washington"
4672,U0492,P7b4dac2,AS282,1P Audience,19,Female,86520,"Fitness, Travel",Laptop,Safari,Android,"Tacoma, Washington"
4671,U0545,P7f64a47,AS032,Custom Audience,35,Female,63394,Fitness,Tablet,Firefox,Windows,"Spokane, Washington"
4670,U0111,O78fe9ad,AS362,Custom Audience,24,Female,106377,"Sports, Gaming, Food",Smartphone,Opera,Android,"Tacoma, Washington"
4669,U0600,Pbbe3b52,AS291,Custom Audience,41,Male,84448,"Auto, Food, Sports",Laptop,Safari,macOS,"Spokane, Washington"
4668,U0053,Obb8b02b,AS403,3P Audience,69,Male,79459,"Sports, Gaming, Food",Smartphone,Firefox,Windows,"Spokane, Washington"
4667,U0272,P802d470,AS147,Custom Audience,36,Female,53737,Music,Laptop,Chrome,Android,"Tacoma, Washington"
4666,U0612,Pa952cbf,AS441,1P Audience,61,Female,105374,Art,Tablet,Firefox,macOS,"Seattle, Washington"
4665,U0810,P9077e0f,AS284,3P Audience,36,Male,116586,Sports,Laptop,Safari,iOS,"Spokane, Washington"
4664,U0402,Ofa1acf3,AS027,1P Audience,50,Male,59891,"Gaming, Technology",Desktop,Safari,iOS,"Spokane, Washington"
4663,U0658,O9d6bc19,AS074,1P Audience,31,Female,106114,Food,Laptop,Chrome,Windows,"Spokane, Washington"
4662,U0639,Pc5f58ec,AS237,3P Audience,57,Male,42810,"Sports, Auto, Art",Smartphone,Edge,macOS,"Seattle, Washington"
4661,U0884,O5091a28,AS161,1P Audience,51,Female,85532,Fitness,Tablet,Safari,Windows,"Seattle, Washington"
4660,U0194,O64843b8,AS177,Custom Audience,19,Male,83041,"Food, Sports, Art",Desktop,Safari,Android,"Tacoma, Washington"
4659,U0330,Oe414b95,AS093,3P Audience,20,Male,109958,"Fashion, Music",Desktop,Safari,Windows,"Tacoma, Washington"
4658,U0092,P2998dbb,AS108,1P Audience,32,Male,111159,"Gaming, Art",Smartphone,Safari,Android,"Seattle, Washington"
4657,U0640,Pe591223,AS029,1P Audience,64,Male,67145,"Gaming, Travel",Laptop,Chrome,Windows,"Spokane, Washington"
4656,U0909,O29dd55a,AS499,1P Audience,46,Female,90974,Fitness,Smartphone,Safari,Linux,"Tacoma, Washington"
4655,U0041,O005f604,AS333,Custom Audience,25,Male,115484,"Food, Sports, Travel",Desktop,Chrome,iOS,"Tacoma, Washington"
4654,U0405,P460efbd,AS209,1P Audience,40,Male,29475,"Fitness, Technology",Tablet,Chrome,macOS,"Seattle, Washington"
4653,U0288,P0acd8dd,AS158,Custom Audience,63,Male,44126,Gaming,Laptop,Edge,Windows,"Tacoma, Washington"
4652,U0129,Pf70a91c,AS236,3P Audience,62,Male,76987,Travel,Smartphone,Opera,Windows,"Spokane, Washington"
4651,U0829,O72b6e24,AS230,3P Audience,54,Male,39208,Art,Desktop,Safari,Windows,"Seattle, Washington"
4650,U0867,O78910c5,AS443,Custom Audience,59,Male,74972,"Fitness, Fashion, Music",Tablet,Chrome,macOS,"Seattle, Washington"
4649,U0658,O5e3aa6d,AS443,1P Audience,31,Female,106114,Sports,Laptop,Safari,macOS,"Tacoma, Washington"
4648,U0653,O787a4c4,AS265,3P Audience,38,Male,66876,"Music, Gaming, Art",Smartphone,Chrome,Android,"Spokane, Washington"
4647,U0016,P718fe23,AS347,1P Audience,43,Male,80007,"Travel, Sports, Food",Laptop,Edge,macOS,"Seattle, Washington"
4646,U0651,P9f63e22,AS379,1P Audience,52,Male,69748,"Technology, Sports",Smartphone,Edge,iOS,"Seattle, Washington"
4645,U0623,O1096fd1,AS460,1P Audience,43,Female,74325,"Sports, Food",Tablet,Safari,macOS,"Seattle, Washington"
4644,U0331,P6786c52,AS260,1P Audience,31,Female,77368,"Sports, Gaming",Laptop,Chrome,Windows,"Seattle, Washington"
4643,U0088,Pa988de6,AS165,1P Audience,48,Female,78803,"Music, Technology, Art",Laptop,Edge,Windows,"Seattle, Washington"
4642,U0602,O21feefc,AS313,3P Audience,46,Female,103701,"Fashion, Art, Music",Laptop,Edge,Android,"Spokane, Washington"
4641,U0011,Pccef329,AS087,3P Audience,60,Female,118192,"Fitness, Fashion, Art",Desktop,Safari,macOS,"Seattle, Washington"
4640,U0279,Pe0f68f7,AS100,Custom Audience,55,Female,80904,"Travel, Food",Desktop,Safari,macOS,"Spokane, Washington"
4639,U0892,Pcb8ffed,AS278,1P Audience,22,Male,119317,"Music, Fashion",Laptop,Edge,macOS,"Tacoma, Washington"
4638,U0441,O571666e,AS008,Custom Audience,49,Female,38474,"Art, Fitness, Sports",Laptop,Edge,Android,"Seattle, Washington"
4637,U0245,Of03ae78,AS425,3P Audience,62,Female,36451,"Food, Gaming",Tablet,Edge,Android,"Tacoma, Washington"
4636,U0922,O4f8b4c7,AS448,1P Audience,38,Male,84294,Music,Laptop,Firefox,iOS,"Spokane, Washington"
4635,U0553,Pff7fdd1,AS092,1P Audience,28,Female,51830,"Travel, Sports, Gaming",Desktop,Edge,iOS,"Tacoma, Washington"
4634,U0966,Oe571050,AS051,Custom Audience,30,Female,86864,"Fashion, Music, Travel",Laptop,Firefox,iOS,"Spokane, Washington"
4633,U0071,O4519383,AS444,3P Audience,54,Female,83640,"Music, Gaming, Technology",Smartphone,Firefox,Windows,"Spokane, Washington"
4632,U0774,Oc95fda3,AS429,1P Audience,57,Female,26878,Fitness,Laptop,Firefox,iOS,"Tacoma, Washington"
4631,U0166,Oc67e6c6,AS274,Custom Audience,58,Female,96415,"Gaming, Fashion",Desktop,Edge,Windows,"Spokane, Washington"
4630,U0371,P162fa29,AS389,Custom Audience,31,Female,76551,"Fashion, Technology, Auto",Desktop,Safari,Windows,"Spokane, Washington"
4629,U0592,P8dee812,AS360,1P Audience,36,Male,118581,"Auto, Art",Laptop,Opera,Windows,"Spokane, Washington"
4628,U0626,P00d9733,AS319,3P Audience,54,Female,34010,"Gaming, Music, Sports",Laptop,Firefox,Android,"Spokane, Washington"
4627,U0159,P9cfbfde,AS328,1P Audience,28,Female,114152,"Sports, Music, Art",Laptop,Chrome,Linux,"Tacoma, Washington"
4626,U0300,Pc1d20ef,AS176,1P Audience,44,Male,35611,Fitness,Tablet,Edge,Linux,"Seattle, Washington"
4625,U0980,P1141a61,AS477,3P Audience,53,Male,73924,Sports,Tablet,Edge,Linux,"Spokane, Washington"
4624,U0759,Pdaec10a,AS289,Custom Audience,40,Female,60987,"Travel, Food",Laptop,Chrome,Android,"Seattle, Washington"
4623,U0899,Pbeb60e6,AS416,1P Audience,52,Male,75419,"Fitness, Food, Auto",Smartphone,Edge,iOS,"Tacoma, Washington"
4622,U0643,P84c0a6b,AS022,Custom Audience,57,Female,72873,"Music, Fitness, Travel",Smartphone,Safari,Linux,"Tacoma, Washington"
4621,U0717,Pe7c0bf4,AS408,Custom Audience,54,Female,90582,Food,Laptop,Safari,Windows,"Seattle, Washington"
4620,U0443,O48227ab,AS029,Custom Audience,67,Female,69779,"Music, Technology, Fitness",Laptop,Firefox,Windows,"Tacoma, Washington"
4619,U0240,Pd95b6ac,AS058,Custom Audience,49,Male,46914,Music,Tablet,Chrome,Linux,"Tacoma, Washington"
4618,U0304,O83bbe2d,AS472,1P Audience,62,Female,29938,Food,Smartphone,Firefox,Android,"Seattle, Washington"
4617,U0133,Oda989fb,AS031,3P Audience,43,Female,79908,"Gaming, Travel",Smartphone,Firefox,Windows,"Spokane, Washington"
4616,U0162,Pe09d65c,AS012,3P Audience,19,Male,54460,"Art, Travel",Laptop,Safari,iOS,"Spokane, Washington"
4615,U0206,Oaf80544,AS276,Custom Audience,52,Male,66454,"Auto, Music",Smartphone,Edge,Linux,"Spokane, Washington"
4614,U0125,Oa66587a,AS494,3P Audience,41,Male,115314,"Music, Sports, Art",Laptop,Chrome,Windows,"Spokane, Washington"
4613,U0725,O2ef6862,AS375,3P Audience,35,Female,49614,"Technology, Art, Food",Tablet,Firefox,iOS,"Tacoma, Washington"
4612,U0482,O9c4bbd8,AS040,Custom Audience,62,Female,110556,"Fitness, Auto, Travel",Laptop,Edge,macOS,"Tacoma, Washington"
4611,U0496,P1fb1e8f,AS288,1P Audience,50,Female,45628,"Food, Technology, Fitness",Laptop,Opera,Windows,"Tacoma, Washington"
4610,U0803,P7677713,AS167,1P Audience,55,Female,53190,Music,Laptop,Opera,Android,"Seattle, Washington"
4609,U0344,O24fb6c5,AS280,3P Audience,58,Male,23219,"Art, Auto, Travel",Desktop,Firefox,iOS,"Tacoma, Washington"
